comName,sciName,invasionStatus,conservStatus,reg_US_Northeast,reg_US_Southeast,reg_US_Midwest,reg_US_Rockies,reg_US_Southwest,reg_US_WestCoast,reg_Alaska,reg_Hawaii,reg_Canada_Greenland,reg_Central_America,reg_Caribbean
Yellow-billed Cacique,Amblycercus holosericeus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Yellow-winged Cacique,Cassiculus melanicterus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Crested Oropendola,Psarocolius decumanus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Present
Chestnut-headed Oropendola,Psarocolius wagleri,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Montezuma Oropendola,Psarocolius montezuma,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black Oropendola,Psarocolius guatimozinus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Scarlet-rumped Cacique,Cacicus uropygialis,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Yellow-rumped Cacique,Cacicus cela,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Hispaniolan Oriole,Icterus dominicensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Cuban Oriole,Icterus melanopsis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Bahama Oriole,Icterus northropi,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Puerto Rican Oriole,Icterus portoricensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
St. Lucia Oriole,Icterus laudabilis,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Montserrat Oriole,Icterus oberi,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Martinique Oriole,Icterus bonana,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Black-vented Oriole,Icterus wagleri,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Bar-winged Oriole,Icterus maculialatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-cowled Oriole,Icterus prosthemelas,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Orchard Oriole,Icterus spurius,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Hooded Oriole,Icterus cucullatus,Native,Least concern,Absent,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Yellow-backed Oriole,Icterus chrysater,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Orange-crowned Oriole,Icterus auricapillus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Yellow-tailed Oriole,Icterus mesomelas,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Epaulet Oriole,Icterus cayanensis,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Rare/Accidental
Venezuelan Troupial,Icterus icterus,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Absent,Introduced,Introduced,Absent,Absent,Absent,Absent,Introduced
Streak-backed Oriole,Icterus pustulatus,Native,Least concern,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Present,Present,Absent
Bullock's Oriole,Icterus bullockii,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Orange Oriole,Icterus auratus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Jamaican Oriole,Icterus leucopteryx,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Yellow Oriole,Icterus nigrogularis,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Spot-breasted Oriole,Icterus pectoralis,Native,Least concern,Absent,Native,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent
Altamira Oriole,Icterus gularis,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent
Audubon's Oriole,Icterus graduacauda,Native,Least concern,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Baltimore Oriole,Icterus galbula,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Black-backed Oriole,Icterus abeillei,Native,Least concern,Rare/Accidental,Rare/Accidental,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent
Scott's Oriole,Icterus parisorum,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Absent
Jamaican Blackbird,Nesopsar nigerrimus,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Red-winged Blackbird,Agelaius phoeniceus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Red-shouldered Blackbird,Agelaius assimilis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Tricolored Blackbird,Agelaius tricolor,Native,Endangered,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Present,Absent
Tawny-shouldered Blackbird,Agelaius humeralis,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
Yellow-shouldered Blackbird,Agelaius xanthomus,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Shiny Cowbird,Molothrus bonariensis,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Absent,Present,Absent,Absent,Absent,Present,Present,Present
Bronzed Cowbird,Molothrus aeneus,Native,Least concern,Rare/Accidental,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Brown-headed Cowbird,Molothrus ater,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Giant Cowbird,Molothrus oryzivorus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Melodious Blackbird,Dives dives,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Cuban Blackbird,Ptiloxena atroviolacea,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Rusty Blackbird,Euphagus carolinus,Native,Vulnerable,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Brewer's Blackbird,Euphagus cyanocephalus,Native,Near threatened,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Common Grackle,Quiscalus quiscula,Native,Near threatened,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Boat-tailed Grackle,Quiscalus major,Native,Least concern,Native,Native,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present
Great-tailed Grackle,Quiscalus mexicanus,Native,Least concern,Rare/Accidental,Native,Present,Present,Present,Present,Absent,Present,Present,Present,Present
Slender-billed Grackle,Quiscalus palustris,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent
Nicaraguan Grackle,Quiscalus nicaraguensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Greater Antillean Grackle,Quiscalus niger,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Carib Grackle,Quiscalus lugubris,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Oriole Blackbird,Gymnomystax mexicanus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Yellow-hooded Blackbird,Chrysomus icterocephalus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Rare/Accidental
Ovenbird,Seiurus aurocapilla,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Worm-eating Warbler,Helmitheros vermivorum,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Louisiana Waterthrush,Parkesia motacilla,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Northern Waterthrush,Parkesia noveboracensis,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Bachman's Warbler,Vermivora bachmanii,Rare/Accidental,,Absent,Rare/Accidental,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Golden-winged Warbler,Vermivora chrysoptera,Native,Near threatened,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Blue-winged Warbler,Vermivora cyanoptera,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Black-and-white Warbler,Mniotilta varia,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Prothonotary Warbler,Protonotaria citrea,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Swainson's Warbler,Limnothlypis swainsonii,Native,Least concern,Rare/Accidental,Native,Present,Present,Present,Absent,Absent,Absent,Present,Present,Present
Crescent-chested Warbler,Oreothlypis superciliosa,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Flame-throated Warbler,Oreothlypis gutturalis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Tennessee Warbler,Leiothlypis peregrina,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Orange-crowned Warbler,Leiothlypis celata,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Colima Warbler,Leiothlypis crissalis,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Lucy's Warbler,Leiothlypis luciae,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Nashville Warbler,Leiothlypis ruficapilla,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Virginia's Warbler,Leiothlypis virginiae,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Semper's Warbler,Leucopeza semperi,Native,Critically endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Connecticut Warbler,Oporornis agilis,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Gray-crowned Yellowthroat,Geothlypis poliocephala,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Masked Yellowthroat,Geothlypis aequinoctialis,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
MacGillivray's Warbler,Geothlypis tolmiei,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Mourning Warbler,Geothlypis philadelphia,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Kentucky Warbler,Geothlypis formosa,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Olive-crowned Yellowthroat,Geothlypis semiflava,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-polled Yellowthroat,Geothlypis speciosa,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Belding's Yellowthroat,Geothlypis beldingi,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Bahama Yellowthroat,Geothlypis rostrata,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Altamira Yellowthroat,Geothlypis flavovelata,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Common Yellowthroat,Geothlypis trichas,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Hooded Yellowthroat,Geothlypis nelsoni,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Whistling Warbler,Catharopeza bishopi,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Plumbeous Warbler,Setophaga plumbea,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Elfin-woods Warbler,Setophaga angelae,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Arrowhead Warbler,Setophaga pharetra,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Hooded Warbler,Setophaga citrina,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
American Redstart,Setophaga ruticilla,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Kirtland's Warbler,Setophaga kirtlandii,Native,Near threatened,Rare/Accidental,Rare/Accidental,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Present
Cape May Warbler,Setophaga tigrina,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Cerulean Warbler,Setophaga cerulea,Native,Near threatened,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Northern Parula,Setophaga americana,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Tropical Parula,Setophaga pitiayumi,Native,Least concern,Absent,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Absent,Present,Present
Magnolia Warbler,Setophaga magnolia,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Bay-breasted Warbler,Setophaga castanea,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Blackburnian Warbler,Setophaga fusca,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Northern Yellow Warbler,Setophaga aestiva,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Mangrove Yellow Warbler,Setophaga petechia,Native,Least concern,Absent,Native,Absent,Absent,Present,Present,Absent,Absent,Absent,Present,Present
Chestnut-sided Warbler,Setophaga pensylvanica,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Blackpoll Warbler,Setophaga striata,Native,Near threatened,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Black-throated Blue Warbler,Setophaga caerulescens,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Palm Warbler,Setophaga palmarum,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Olive-capped Warbler,Setophaga pityophila,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Pine Warbler,Setophaga pinus,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Yellow-rumped Warbler,Setophaga coronata,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Yellow-throated Warbler,Setophaga dominica,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Bahama Warbler,Setophaga flavescens,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Vitelline Warbler,Setophaga vitellina,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Prairie Warbler,Setophaga discolor,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Adelaide's Warbler,Setophaga adelaidae,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Barbuda Warbler,Setophaga subita,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
St. Lucia Warbler,Setophaga delicata,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Grace's Warbler,Setophaga graciae,Native,Least concern,Rare/Accidental,Absent,Present,Present,Present,Present,Absent,Absent,Present,Present,Absent
Black-throated Gray Warbler,Setophaga nigrescens,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Townsend's Warbler,Setophaga townsendi,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Hermit Warbler,Setophaga occidentalis,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Golden-cheeked Warbler,Setophaga chrysoparia,Native,Endangered,Absent,Rare/Accidental,Present,Absent,Present,Present,Absent,Absent,Absent,Present,Present
Black-throated Green Warbler,Setophaga virens,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Fan-tailed Warbler,Euthlypis lachrymosa,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Rufous-capped Warbler,Basileuterus rufifrons,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Chestnut-capped Warbler,Basileuterus delattrii,Native,Data deficient,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-cheeked Warbler,Basileuterus melanogenys,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Pirre Warbler,Basileuterus ignotus,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Golden-browed Warbler,Basileuterus belli,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Golden-crowned Warbler,Basileuterus culicivorus,Native,Least concern,Absent,Rare/Accidental,Absent,Present,Present,Absent,Absent,Absent,Absent,Present,Present
Costa Rican Warbler,Basileuterus melanotis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Tacarcuna Warbler,Basileuterus tacarcunae,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Buff-rumped Warbler,Myiothlypis fulvicauda,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Canada Warbler,Cardellina canadensis,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Wilson's Warbler,Cardellina pusilla,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Red-faced Warbler,Cardellina rubrifrons,Native,Least concern,Absent,Rare/Accidental,Absent,Present,Present,Present,Absent,Absent,Absent,Present,Absent
Red Warbler,Cardellina rubra,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Pink-headed Warbler,Cardellina versicolor,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Painted Redstart,Myioborus pictus,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Absent
Slate-throated Redstart,Myioborus miniatus,Native,Least concern,Absent,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent,Present,Absent
Collared Redstart,Myioborus torquatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Dusky-faced Tanager,Mitrospingus cassinii,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Rose-throated Tanager,Piranga roseogularis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Hepatic Tanager,Piranga flava,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Summer Tanager,Piranga rubra,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Scarlet Tanager,Piranga olivacea,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Western Tanager,Piranga ludoviciana,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Flame-colored Tanager,Piranga bidentata,Native,Least concern,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
White-winged Tanager,Piranga leucoptera,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Red-headed Tanager,Piranga erythrocephala,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Red-crowned Ant-Tanager,Habia rubica,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Red-throated Ant-Tanager,Driophlox fuscicauda,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-cheeked Ant-Tanager,Driophlox atrimaxillaris,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Carmiol's Tanager,Chlorothraupis carmioli,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Lemon-spectacled Tanager,Chlorothraupis olivacea,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Crimson-collared Grosbeak,Periporphyrus celaeno,Native,,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Black-faced Grosbeak,Caryothraustes poliogaster,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Yellow-green Grosbeak,Caryothraustes canadensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Northern Cardinal,Cardinalis cardinalis,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Present,Present,Present,Present
Pyrrhuloxia,Cardinalis sinuatus,Native,Least concern,Absent,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Absent
Yellow Grosbeak,Pheucticus chrysopeplus,Native,Least concern,Absent,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Absent,Present,Absent
Black-thighed Grosbeak,Pheucticus tibialis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Rose-breasted Grosbeak,Pheucticus ludovicianus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Black-headed Grosbeak,Pheucticus melanocephalus,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Red-breasted Chat,Granatellus venustus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Gray-throated Chat,Granatellus sallaei,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Blue Seedeater,Amaurospiza concolor,Native,Data deficient,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Blue-black Grosbeak,Cyanoloxia cyanoides,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Blue Bunting,Cyanocompsa parellina,Native,Least concern,Absent,Native,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Blue Grosbeak,Passerina caerulea,Native,Least concern,Native,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Lazuli Bunting,Passerina amoena,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Indigo Bunting,Passerina cyanea,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Rose-bellied Bunting,Passerina rositae,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Orange-breasted Bunting,Passerina leclancherii,Native,Least concern,Absent,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent,Present,Absent
